,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p461,p462,p463,p464,p465,p466,p461_t,p462_t,p463_t,p464_t,p465_t,p466_t,t46_calif
8264,815403102,2,F,46,6,high School,6,South,1,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8265,815503101,2,F,26,6,high School,2,Northeast,1,2,1,3,1,2,2,Sometimes,Always,Never,Always,Sometimes,Sometimes,8.75
8266,815604101,2,F,54,3,Basic,4,CDMX,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
8267,815709101,2,F,64,2,Basic,3,Bajío,4,2,1,1,1,3,3,Sometimes,Always,Always,Always,Never,Never,7.083333333333333
8268,815802101,1,M,57,2,Basic,4,CDMX,1,1,3,3,3,2,3,Always,Never,Never,Never,Sometimes,Never,7.083333333333333
8269,815908102,2,F,66,2,Basic,1,Northwest,2,1,1,1,1,3,3,Always,Always,Always,Always,Never,Never,7.5
8270,816010102,2,F,56,3,Basic,6,South,3,2,1,1,2,2,3,Sometimes,Always,Always,Sometimes,Sometimes,Never,7.083333333333333
8271,816102102,2,F,63,2,Basic,5,South/East,4,1,3,2,3,3,3,Always,Never,Sometimes,Never,Never,Never,6.25
8272,816202103,1,M,25,3,Basic,1,Northwest,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8273,816302101,2,F,29,6,high School,1,Northwest,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8274,816402104,2,F,41,3,Basic,4,CDMX,1,2,1,3,2,2,1,Sometimes,Always,Never,Sometimes,Sometimes,Always,8.75
8275,816513103,1,M,32,2,Basic,3,Bajío,3,3,1,3,1,1,2,Never,Always,Never,Always,Always,Sometimes,8.75
8276,816603102,2,F,24,8,Undergraduate,1,Northwest,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8277,816704101,1,M,70,2,Basic,1,Northwest,1,1,1,3,3,1,1,Always,Always,Never,Never,Always,Always,9.166666666666666
8278,816805102,2,F,42,8,Undergraduate,3,Bajío,1,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8279,816905101,1,M,50,6,high School,1,Northwest,1,2,1,2,1,1,2,Sometimes,Always,Sometimes,Always,Always,Sometimes,8.75
8280,817001102,1,M,63,8,Undergraduate,4,CDMX,1,1,2,3,3,2,3,Always,Sometimes,Never,Never,Sometimes,Never,7.5
8281,817101101,1,M,58,8,Undergraduate,5,South/East,2,1,1,3,2,3,1,Always,Always,Never,Sometimes,Never,Always,8.75
8282,817208101,1,M,24,6,high School,3,Bajío,2,1,2,2,1,3,1,Always,Sometimes,Sometimes,Always,Never,Always,8.333333333333334
8283,817319102,1,M,27,6,high School,1,Northwest,2,3,1,3,1,1,2,Never,Always,Never,Always,Always,Sometimes,8.75
8285,817509102,2,F,70,2,Basic,2,Northeast,4,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8286,817601102,2,F,26,6,high School,6,South,4,2,2,3,2,1,3,Sometimes,Sometimes,Never,Sometimes,Always,Never,7.916666666666666
8287,817702101,1,M,31,10,Graduate,4,CDMX,1,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
8288,817812102,1,M,21,2,Basic,6,South,4,2,2,3,3,3,2,Sometimes,Sometimes,Never,Never,Never,Sometimes,7.083333333333333
8289,817905101,2,F,79,2,Basic,1,Northwest,3,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
8290,818002102,1,M,32,8,Undergraduate,1,Northwest,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
8291,818105101,1,M,63,2,Basic,5,South/East,4,1,1,1,2,1,2,Always,Always,Always,Sometimes,Always,Sometimes,8.333333333333334
8292,818203102,1,M,53,6,high School,4,CDMX,1,1,1,2,3,1,3,Always,Always,Sometimes,Never,Always,Never,7.916666666666666
8293,818305101,1,M,47,7,high School,5,South/East,2,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8294,818407102,2,F,21,3,Basic,6,South,4,1,2,1,2,1,3,Always,Sometimes,Always,Sometimes,Always,Never,7.5
8295,818504101,1,M,48,3,Basic,6,South,1,1,1,1,2,3,3,Always,Always,Always,Sometimes,Never,Never,7.083333333333333
8297,818704101,1,M,53,2,Basic,5,South/East,2,1,1,2,1,3,2,Always,Always,Sometimes,Always,Never,Sometimes,8.333333333333334
8298,818801101,1,M,65,11,Graduate,3,Bajío,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8299,818902101,2,F,58,2,Basic,6,South,1,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8300,819004101,1,M,55,10,Graduate,3,Bajío,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8301,819103101,2,F,44,2,Basic,3,Bajío,2,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
8302,819209102,2,F,32,3,Basic,3,Bajío,2,1,1,3,1,1,2,Always,Always,Never,Always,Always,Sometimes,9.583333333333334
8303,819302104,1,M,28,8,Undergraduate,2,Northeast,1,1,1,1,3,3,2,Always,Always,Always,Never,Never,Sometimes,7.083333333333333
8304,819412101,2,F,29,8,Undergraduate,3,Bajío,4,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
8305,819502101,2,F,25,8,Undergraduate,5,South/East,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8306,819603101,2,F,67,5,Basic,4,CDMX,1,1,1,3,3,3,3,Always,Always,Never,Never,Never,Never,7.5
8307,819704102,2,F,18,6,high School,4,CDMX,1,2,2,2,3,2,3,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,6.666666666666666
8308,819807101,2,F,39,3,Basic,6,South,2,2,1,1,2,2,2,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,7.5
8309,819904101,2,F,40,8,Undergraduate,3,Bajío,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8310,820005102,2,F,35,3,Basic,1,Northwest,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
8311,820112101,1,M,50,2,Basic,5,South/East,4,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8312,820216101,1,M,58,2,Basic,6,South,4,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
8313,820302102,1,M,44,3,Basic,1,Northwest,1,3,2,2,3,2,3,Never,Sometimes,Sometimes,Never,Sometimes,Never,6.25
8314,820404102,1,M,54,3,Basic,2,Northeast,1,2,3,3,2,3,3,Sometimes,Never,Never,Sometimes,Never,Never,6.666666666666666
8315,820503102,1,M,31,3,Basic,2,Northeast,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8316,820605101,1,M,44,2,Basic,5,South/East,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8317,820713103,2,F,58,3,Basic,3,Bajío,4,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
8318,820803103,1,M,36,2,Basic,5,South/East,1,3,2,2,3,1,2,Never,Sometimes,Sometimes,Never,Always,Sometimes,7.083333333333333
8319,820902102,2,F,23,3,Basic,2,Northeast,1,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8320,821004102,2,F,62,2,Basic,4,CDMX,1,1,1,2,3,3,2,Always,Always,Sometimes,Never,Never,Sometimes,7.5
8321,821102102,2,F,49,2,Basic,2,Northeast,2,2,1,2,2,2,1,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,8.333333333333334
8322,821205104,2,F,52,6,high School,6,South,2,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
8323,821306102,2,F,57,3,Basic,3,Bajío,3,2,1,2,2,3,2,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,7.5
8324,821413103,1,M,53,3,Basic,3,Bajío,4,1,2,3,1,1,3,Always,Sometimes,Never,Always,Always,Never,8.75
8325,821504102,2,F,28,6,high School,1,Northwest,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8326,821602102,2,F,38,3,Basic,3,Bajío,1,2,2,3,1,2,2,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,8.333333333333334
8327,821701102,2,F,33,6,high School,6,South,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8328,821805103,2,F,24,3,Basic,2,Northeast,1,1,1,2,2,1,1,Always,Always,Sometimes,Sometimes,Always,Always,9.166666666666666
8329,821903101,1,M,46,6,high School,4,CDMX,1,1,2,3,2,2,2,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,8.333333333333334
8330,822002102,2,F,65,7,high School,1,Northwest,1,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8331,822105101,1,M,55,3,Basic,1,Northwest,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8332,822203102,1,M,24,6,high School,2,Northeast,1,2,1,2,1,3,2,Sometimes,Always,Sometimes,Always,Never,Sometimes,7.916666666666666
8333,822303101,1,M,29,3,Basic,2,Northeast,1,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
8334,822405101,1,M,73,2,Basic,4,CDMX,1,1,1,2,2,1,2,Always,Always,Sometimes,Sometimes,Always,Sometimes,8.75
8335,822505102,1,M,37,6,high School,6,South,1,1,2,2,1,2,3,Always,Sometimes,Sometimes,Always,Sometimes,Never,7.916666666666666
8336,822604103,2,F,18,6,high School,1,Northwest,1,3,1,1,2,3,3,Never,Always,Always,Sometimes,Never,Never,6.25
8337,822703102,1,M,24,6,high School,2,Northeast,1,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
8338,822820103,1,M,19,6,high School,5,South/East,3,1,1,1,2,2,3,Always,Always,Always,Sometimes,Sometimes,Never,7.5
8339,822919101,1,M,59,2,Basic,6,South,4,1,1,3,3,3,2,Always,Always,Never,Never,Never,Sometimes,7.916666666666666
8340,823007102,2,F,39,2,Basic,5,South/East,4,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8341,823105101,2,F,68,3,Basic,5,South/East,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8342,823213103,2,F,22,8,Undergraduate,3,Bajío,4,1,1,3,1,3,3,Always,Always,Never,Always,Never,Never,8.333333333333334
8343,823305101,1,M,38,3,Basic,3,Bajío,3,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
8344,823404101,2,F,55,8,Undergraduate,2,Northeast,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8345,823511101,2,F,59,8,Undergraduate,1,Northwest,4,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8346,823620101,1,M,42,2,Basic,6,South,4,1,2,2,1,1,1,Always,Sometimes,Sometimes,Always,Always,Always,9.166666666666666
8347,823717102,2,F,30,6,high School,6,South,3,1,2,2,1,1,3,Always,Sometimes,Sometimes,Always,Always,Never,8.333333333333334
8348,823804102,2,F,79,0,No studies,6,South,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8349,823903102,1,M,32,3,Basic,2,Northeast,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8350,824005101,1,M,49,8,Undergraduate,4,CDMX,1,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8351,824118103,1,M,31,2,Basic,6,South,3,3,1,3,3,2,2,Never,Always,Never,Never,Sometimes,Sometimes,7.5
8352,824203102,2,F,25,6,high School,2,Northeast,1,1,1,2,1,2,1,Always,Always,Sometimes,Always,Sometimes,Always,9.166666666666666
8353,824304102,1,M,41,9,Graduate,1,Northwest,1,1,2,2,2,3,1,Always,Sometimes,Sometimes,Sometimes,Never,Always,7.916666666666666
8354,824404102,2,F,38,3,Basic,4,CDMX,1,1,1,1,1,2,3,Always,Always,Always,Always,Sometimes,Never,7.916666666666666
8355,824503102,2,F,53,6,high School,3,Bajío,1,2,1,1,2,2,2,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,7.5
8356,824603101,1,M,45,3,Basic,5,South/East,2,1,2,3,2,3,3,Always,Sometimes,Never,Sometimes,Never,Never,7.5
8357,824702101,1,M,26,3,Basic,2,Northeast,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8358,824804101,2,F,56,3,Basic,1,Northwest,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8359,824901102,2,F,37,8,Undergraduate,3,Bajío,1,1,1,3,1,1,1,Always,Always,Never,Always,Always,Always,10.0
8360,825002101,2,F,24,8,Undergraduate,3,Bajío,1,2,1,2,1,2,2,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,8.333333333333334
8361,825105103,2,F,38,3,Basic,1,Northwest,1,2,2,1,2,2,2,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,7.083333333333333
8362,825203101,2,F,46,2,Basic,3,Bajío,1,1,1,1,3,1,3,Always,Always,Always,Never,Always,Never,7.5
8363,825318101,2,F,71,3,Basic,1,Northwest,2,2,1,1,1,3,3,Sometimes,Always,Always,Always,Never,Never,7.083333333333333
8364,825420101,2,F,77,2,Basic,3,Bajío,2,2,1,3,3,2,3,Sometimes,Always,Never,Never,Sometimes,Never,7.5
8365,825501101,1,M,75,2,Basic,2,Northeast,1,2,1,1,3,3,3,Sometimes,Always,Always,Never,Never,Never,6.25
8366,825601101,1,M,35,3,Basic,4,CDMX,1,1,2,2,1,3,2,Always,Sometimes,Sometimes,Always,Never,Sometimes,7.916666666666666
8367,825702101,2,F,51,2,Basic,2,Northeast,1,1,2,2,2,2,2,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8368,825814102,2,F,55,3,Basic,2,Northeast,4,1,1,2,3,2,3,Always,Always,Sometimes,Never,Sometimes,Never,7.5
8369,825903101,2,F,85,0,No studies,2,Northeast,3,1,1,3,2,3,3,Always,Always,Never,Sometimes,Never,Never,7.916666666666666
8370,826001102,2,F,18,6,high School,1,Northwest,1,1,1,2,2,3,2,Always,Always,Sometimes,Sometimes,Never,Sometimes,7.916666666666666
8371,826105101,2,F,52,3,Basic,5,South/East,3,2,2,1,3,2,3,Sometimes,Sometimes,Always,Never,Sometimes,Never,6.25
8372,826201101,2,F,71,4,Basic,5,South/East,1,1,1,1,3,2,3,Always,Always,Always,Never,Sometimes,Never,7.083333333333333
8373,826303101,1,M,63,10,Graduate,3,Bajío,1,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
8374,826405102,2,F,23,6,high School,5,South/East,1,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
8375,826501102,2,F,59,6,high School,5,South/East,3,1,1,2,3,2,2,Always,Always,Sometimes,Never,Sometimes,Sometimes,7.916666666666666
8376,826603106,2,F,29,6,high School,2,Northeast,1,1,1,3,1,2,2,Always,Always,Never,Always,Sometimes,Sometimes,9.166666666666666
8377,826702101,1,M,53,8,Undergraduate,1,Northwest,2,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
8378,826804101,1,M,43,6,high School,3,Bajío,1,1,1,3,3,2,2,Always,Always,Never,Never,Sometimes,Sometimes,8.333333333333334
8379,826901101,2,F,23,8,Undergraduate,2,Northeast,1,1,1,3,2,1,1,Always,Always,Never,Sometimes,Always,Always,9.583333333333334
8380,826901201,2,F,35,8,Undergraduate,2,Northeast,1,2,1,2,2,3,2,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,7.5
8381,826901301,2,F,35,9,Graduate,2,Northeast,1,2,1,3,1,2,1,Sometimes,Always,Never,Always,Sometimes,Always,9.166666666666666
8382,827004101,1,M,23,3,Basic,2,Northeast,1,3,2,2,3,3,2,Never,Sometimes,Sometimes,Never,Never,Sometimes,6.25
8383,827119101,2,F,27,3,Basic,5,South/East,4,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
8384,827203101,1,M,55,6,high School,2,Northeast,1,1,2,1,1,1,2,Always,Sometimes,Always,Always,Always,Sometimes,8.333333333333334
8385,827304103,2,F,31,8,Undergraduate,2,Northeast,1,1,2,2,1,3,2,Always,Sometimes,Sometimes,Always,Never,Sometimes,7.916666666666666
8386,827416102,2,F,47,2,Basic,6,South,4,1,1,2,1,2,3,Always,Always,Sometimes,Always,Sometimes,Never,8.333333333333334
8387,827511102,2,F,72,2,Basic,3,Bajío,4,1,1,3,1,3,1,Always,Always,Never,Always,Never,Always,9.166666666666666
8388,827605102,2,F,47,1,Basic,2,Northeast,1,3,3,3,3,1,3,Never,Never,Never,Never,Always,Never,6.666666666666666
8389,827705101,2,F,34,6,high School,1,Northwest,1,1,1,3,2,2,3,Always,Always,Never,Sometimes,Sometimes,Never,8.333333333333334
8390,827801102,1,M,25,8,Undergraduate,2,Northeast,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8391,827907101,1,M,70,2,Basic,3,Bajío,2,1,1,1,1,3,2,Always,Always,Always,Always,Never,Sometimes,7.916666666666666
8392,828002102,2,F,25,3,Basic,1,Northwest,1,1,1,3,3,3,1,Always,Always,Never,Never,Never,Always,8.333333333333334
8393,828102102,2,F,51,7,high School,6,South,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8394,828205101,1,M,34,8,Undergraduate,1,Northwest,1,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8396,828401101,2,F,58,3,Basic,2,Northeast,1,2,1,2,1,3,3,Sometimes,Always,Sometimes,Always,Never,Never,7.5
8397,828505103,2,F,22,8,Undergraduate,3,Bajío,1,1,1,2,2,1,3,Always,Always,Sometimes,Sometimes,Always,Never,8.333333333333334
8398,828605101,1,M,68,6,high School,1,Northwest,1,1,1,3,2,3,2,Always,Always,Never,Sometimes,Never,Sometimes,8.333333333333334
8399,828703103,1,M,27,6,high School,6,South,1,1,1,2,3,3,1,Always,Always,Sometimes,Never,Never,Always,7.916666666666666
8400,828817102,2,F,38,2,Basic,3,Bajío,4,2,1,2,2,1,3,Sometimes,Always,Sometimes,Sometimes,Always,Never,7.916666666666666
8401,828912101,2,F,79,0,No studies,2,Northeast,2,3,1,2,3,1,2,Never,Always,Sometimes,Never,Always,Sometimes,7.5
8402,829004101,1,M,66,2,Basic,6,South,1,3,3,3,3,3,1,Never,Never,Never,Never,Never,Always,6.666666666666666
8403,829101101,2,F,21,3,Basic,5,South/East,4,1,1,2,2,2,3,Always,Always,Sometimes,Sometimes,Sometimes,Never,7.916666666666666
8404,829215101,2,F,62,2,Basic,3,Bajío,4,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8405,829304105,1,M,24,6,high School,1,Northwest,1,1,2,2,1,3,1,Always,Sometimes,Sometimes,Always,Never,Always,8.333333333333334
8406,829401101,1,M,35,6,high School,2,Northeast,1,1,1,1,2,3,3,Always,Always,Always,Sometimes,Never,Never,7.083333333333333
8407,829502101,1,M,65,8,Undergraduate,1,Northwest,1,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8408,829620102,2,F,51,2,Basic,2,Northeast,4,1,1,3,3,1,3,Always,Always,Never,Never,Always,Never,8.333333333333334
8409,829706102,2,F,57,0,No studies,6,South,4,1,1,3,2,2,2,Always,Always,Never,Sometimes,Sometimes,Sometimes,8.75
8410,829802101,1,M,45,3,Basic,5,South/East,2,2,1,3,2,3,3,Sometimes,Always,Never,Sometimes,Never,Never,7.5
8412,830003101,2,F,44,8,Undergraduate,3,Bajío,2,1,1,2,1,2,2,Always,Always,Sometimes,Always,Sometimes,Sometimes,8.75
8413,830118103,1,M,21,8,Undergraduate,1,Northwest,3,1,1,2,2,2,2,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,8.333333333333334
8414,830218102,1,M,23,3,Basic,1,Northwest,4,2,2,1,1,1,3,Sometimes,Sometimes,Always,Always,Always,Never,7.5
8415,830318101,2,F,43,3,Basic,1,Northwest,3,2,1,3,2,3,2,Sometimes,Always,Never,Sometimes,Never,Sometimes,7.916666666666666
8416,830401101,1,M,74,2,Basic,3,Bajío,1,3,2,3,1,1,3,Never,Sometimes,Never,Always,Always,Never,7.916666666666666
8417,830505101,2,F,19,8,Undergraduate,2,Northeast,1,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
8418,830607101,1,M,50,2,Basic,2,Northeast,3,1,1,2,3,3,3,Always,Always,Sometimes,Never,Never,Never,7.083333333333333
8419,830703101,2,F,51,3,Basic,5,South/East,1,1,2,3,3,3,3,Always,Sometimes,Never,Never,Never,Never,7.083333333333333
8420,830801102,1,M,36,8,Undergraduate,6,South,1,2,1,1,3,3,3,Sometimes,Always,Always,Never,Never,Never,6.25
8421,830906103,2,F,25,8,Undergraduate,3,Bajío,4,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.5
8422,831011101,2,F,50,3,Basic,6,South,4,1,2,3,1,3,3,Always,Sometimes,Never,Always,Never,Never,7.916666666666666
8423,831106102,1,M,30,8,Undergraduate,6,South,2,1,1,1,1,3,1,Always,Always,Always,Always,Never,Always,8.333333333333334
8424,831220102,2,F,56,2,Basic,6,South,4,3,2,2,2,2,2,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,7.083333333333333
8425,831305102,1,M,20,6,high School,1,Northwest,1,1,1,2,2,3,3,Always,Always,Sometimes,Sometimes,Never,Never,7.5
8426,831405101,1,M,37,6,high School,5,South/East,2,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8427,831512101,2,F,35,2,Basic,6,South,2,1,1,1,3,2,1,Always,Always,Always,Never,Sometimes,Always,7.916666666666666
8428,831603101,2,F,45,2,Basic,2,Northeast,1,1,2,1,1,2,3,Always,Sometimes,Always,Always,Sometimes,Never,7.5
8429,831702103,2,F,53,2,Basic,3,Bajío,1,1,1,3,3,2,3,Always,Always,Never,Never,Sometimes,Never,7.916666666666666
8430,831804102,1,M,52,2,Basic,1,Northwest,1,1,2,2,2,3,2,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,7.5
8431,831902101,1,M,63,6,high School,1,Northwest,4,1,1,2,1,1,2,Always,Always,Sometimes,Always,Always,Sometimes,9.166666666666666
8432,832002101,1,M,64,3,Basic,5,South/East,1,3,3,2,2,3,3,Never,Never,Sometimes,Sometimes,Never,Never,5.833333333333333
8433,832102101,2,F,38,6,high School,3,Bajío,1,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8434,832203101,2,F,56,2,Basic,3,Bajío,3,1,1,3,1,1,3,Always,Always,Never,Always,Always,Never,9.166666666666666
8435,832309101,2,F,44,3,Basic,3,Bajío,4,2,1,1,2,1,3,Sometimes,Always,Always,Sometimes,Always,Never,7.5
8436,832405101,1,M,43,3,Basic,6,South,4,1,1,3,1,3,2,Always,Always,Never,Always,Never,Sometimes,8.75
8437,832503101,1,M,82,0,No studies,3,Bajío,3,2,1,1,3,3,3,Sometimes,Always,Always,Never,Never,Never,6.25
8438,832608101,2,F,76,2,Basic,6,South,3,3,1,2,3,2,3,Never,Always,Sometimes,Never,Sometimes,Never,6.666666666666666
8439,832704101,1,M,25,8,Undergraduate,2,Northeast,1,1,2,1,1,1,1,Always,Sometimes,Always,Always,Always,Always,8.75
8440,832805105,1,M,18,2,Basic,3,Bajío,1,3,2,1,2,1,3,Never,Sometimes,Always,Sometimes,Always,Never,6.666666666666666
8441,832905101,1,M,35,3,Basic,6,South,4,1,1,1,1,1,2,Always,Always,Always,Always,Always,Sometimes,8.75
8442,833011101,2,F,81,0,No studies,3,Bajío,4,2,1,2,2,2,2,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,7.916666666666666
8443,833113101,1,M,59,2,Basic,3,Bajío,2,1,1,1,1,2,2,Always,Always,Always,Always,Sometimes,Sometimes,8.333333333333334
8444,833205101,1,M,25,3,Basic,2,Northeast,2,2,2,2,2,2,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,7.083333333333333
8445,833303102,2,F,73,2,Basic,4,CDMX,1,1,1,2,1,1,3,Always,Always,Sometimes,Always,Always,Never,8.75
8446,833401103,2,F,23,3,Basic,1,Northwest,1,2,1,1,2,2,2,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,7.5
8447,833507101,1,M,58,3,Basic,3,Bajío,4,1,1,2,1,3,1,Always,Always,Sometimes,Always,Never,Always,8.75
8448,833605101,1,M,52,10,Graduate,2,Northeast,1,1,1,3,2,1,2,Always,Always,Never,Sometimes,Always,Sometimes,9.166666666666666
8449,833709102,2,F,42,2,Basic,5,South/East,4,2,1,3,2,2,2,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,8.333333333333334
