,LLAVEMOD,SEXO,SEXO_HM,EDAD_V,NIV,NIVED_T,REGION,REGION_T,TLOC,p481,p482,p483,p484,p485,p486,p481_t,p482_t,p483_t,p484_t,p485_t,p486_t,t48_calif
12466,1229020101,1,H,62,2,Básica,3,Bajío,3,1,1,3,1,2,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,7.083333333333333
12467,1229103101,1,H,51,3,Básica,6,Sur,4,3,3,3,3,3,3,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
12468,1229201102,1,H,54,8,Licenciatura,1,Noroeste,1,2,2,2,1,1,1,Ninguna,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.75
12469,1229305102,2,M,55,2,Básica,6,Sur,4,1,1,2,3,3,3,De acuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,5.416666666666666
12470,1229410101,1,H,36,8,Licenciatura,1,Noroeste,3,2,1,2,1,1,1,Ninguna,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12471,1229506101,1,H,62,2,Básica,1,Noroeste,4,1,1,3,3,1,1,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,6.666666666666666
12472,1229604101,1,H,36,8,Licenciatura,1,Noroeste,1,1,1,3,3,3,3,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.0
12473,1229709101,2,M,41,3,Básica,6,Sur,3,3,1,3,2,2,2,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,7.083333333333333
12474,1229812103,2,M,34,6,Preparatoria,5,Sur/Oriente,2,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
12475,1229907102,2,M,54,3,Básica,1,Noroeste,4,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12476,1230018104,2,M,21,6,Preparatoria,3,Bajío,3,3,2,2,2,2,1,En desacuerdo,Ninguna,Ninguna,Ninguna,Ninguna,De acuerdo,8.333333333333334
12477,1230105101,1,H,51,6,Preparatoria,6,Sur,1,3,2,1,1,3,2,En desacuerdo,Ninguna,De acuerdo,De acuerdo,En desacuerdo,Ninguna,8.333333333333334
12478,1230203101,1,H,50,3,Básica,2,Noreste,1,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
12479,1230308102,2,M,42,6,Preparatoria,5,Sur/Oriente,2,2,3,1,1,3,3,Ninguna,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.916666666666666
12480,1230404104,1,H,29,3,Básica,6,Sur,1,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
12481,1230515104,2,M,52,3,Básica,1,Noroeste,3,1,2,1,2,3,3,De acuerdo,Ninguna,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,6.666666666666666
12482,1230610102,2,M,50,3,Básica,2,Noreste,2,3,3,3,1,3,3,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.5
12483,1230704101,1,H,81,8,Licenciatura,1,Noroeste,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12484,1230802101,1,H,65,0,Sin estudios,3,Bajío,2,2,1,2,2,3,3,Ninguna,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,6.25
12485,1230902101,2,M,56,6,Preparatoria,3,Bajío,1,2,1,3,2,3,3,Ninguna,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
12486,1231003102,2,M,43,8,Licenciatura,6,Sur,1,2,3,1,1,1,1,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
12487,1231103102,2,M,45,8,Licenciatura,2,Noreste,1,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
12488,1231203101,1,H,57,2,Básica,6,Sur,4,3,1,3,3,1,1,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.5
12489,1231301101,1,H,75,2,Básica,6,Sur,1,3,2,1,3,3,2,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,7.5
12490,1231402102,1,H,57,10,Posgrado,2,Noreste,1,3,1,3,3,3,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
12491,1231502103,2,M,23,3,Básica,2,Noreste,1,2,2,1,1,1,2,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,8.75
12492,1231608103,1,H,21,6,Preparatoria,2,Noreste,4,1,2,2,2,2,2,De acuerdo,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.083333333333333
12493,1231703103,1,H,37,3,Básica,6,Sur,1,2,1,2,1,3,2,Ninguna,De acuerdo,Ninguna,De acuerdo,En desacuerdo,Ninguna,7.083333333333333
12494,1231805101,2,M,47,8,Licenciatura,5,Sur/Oriente,3,3,2,1,3,3,3,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.083333333333333
12495,1231904101,1,H,88,2,Básica,3,Bajío,4,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
12496,1232005103,2,M,24,8,Licenciatura,2,Noreste,2,2,2,3,1,1,1,Ninguna,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12497,1232101101,1,H,53,10,Posgrado,2,Noreste,1,3,3,1,1,3,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,8.333333333333334
12498,1232205101,1,H,41,2,Básica,6,Sur,2,3,3,2,1,3,2,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,Ninguna,8.333333333333334
12499,1232309101,2,M,56,3,Básica,2,Noreste,3,3,1,2,3,3,3,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,6.25
12500,1232404102,2,M,33,8,Licenciatura,4,CDMX,1,2,2,1,1,3,3,Ninguna,Ninguna,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.5
12501,1232501102,2,M,52,8,Licenciatura,4,CDMX,1,3,1,2,1,2,1,En desacuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,De acuerdo,8.333333333333334
12502,1232602101,1,H,40,3,Básica,1,Noroeste,1,3,3,3,2,3,3,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,7.083333333333333
12503,1232703102,2,M,27,8,Licenciatura,2,Noreste,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12504,1232804101,1,H,77,2,Básica,5,Sur/Oriente,3,2,2,2,2,2,2,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.5
12505,1232911101,2,M,78,2,Básica,2,Noreste,4,1,2,3,1,1,1,De acuerdo,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.916666666666666
12506,1233001103,2,M,18,6,Preparatoria,1,Noroeste,1,2,1,1,2,2,2,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.5
12507,1233104102,1,H,45,6,Preparatoria,1,Noroeste,1,1,1,2,2,1,1,De acuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,7.5
12508,1233201103,2,M,22,3,Básica,2,Noreste,1,3,2,1,1,1,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.583333333333334
12509,1233301101,2,M,43,7,Preparatoria,2,Noreste,2,3,3,1,3,3,1,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,8.333333333333334
12510,1233405101,1,H,43,3,Básica,5,Sur/Oriente,1,1,3,1,3,3,3,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
12511,1233504101,2,M,48,8,Licenciatura,3,Bajío,1,2,3,1,3,3,3,Ninguna,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.083333333333333
12512,1233605102,1,H,22,6,Preparatoria,5,Sur/Oriente,1,3,1,1,2,2,3,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,En desacuerdo,7.5
12513,1233708106,2,M,22,2,Básica,6,Sur,3,3,1,2,2,2,1,En desacuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,De acuerdo,7.916666666666666
12514,1233802102,2,M,65,2,Básica,5,Sur/Oriente,4,3,2,1,1,3,1,En desacuerdo,Ninguna,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,8.75
12515,1233904101,2,M,64,2,Básica,3,Bajío,1,1,2,2,3,3,3,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
12516,1234002102,2,M,31,8,Licenciatura,3,Bajío,1,3,3,2,1,2,3,En desacuerdo,En desacuerdo,Ninguna,De acuerdo,Ninguna,En desacuerdo,8.333333333333334
12517,1234102103,2,M,23,3,Básica,5,Sur/Oriente,4,1,1,1,3,1,3,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,6.666666666666666
12518,1234217103,2,M,33,3,Básica,2,Noreste,4,1,1,2,2,3,3,De acuerdo,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
12519,1234301101,1,H,57,6,Preparatoria,6,Sur,1,1,3,2,2,1,1,De acuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,8.333333333333334
12520,1234414101,1,H,57,2,Básica,3,Bajío,4,1,1,3,1,3,2,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,6.25
12521,1234505102,2,M,19,6,Preparatoria,2,Noreste,4,2,1,2,2,1,1,Ninguna,De acuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,7.916666666666666
12522,1234610102,2,M,31,3,Básica,3,Bajío,3,3,1,3,3,2,2,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,Ninguna,6.666666666666666
12523,1234712102,2,M,30,6,Preparatoria,3,Bajío,2,3,3,2,2,1,1,En desacuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,9.166666666666666
12524,1234805103,1,H,22,6,Preparatoria,2,Noreste,1,1,2,3,1,2,3,De acuerdo,Ninguna,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,6.666666666666666
12525,1234904101,1,H,59,3,Básica,3,Bajío,1,1,1,1,1,2,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,7.916666666666666
12526,1235001101,2,M,33,6,Preparatoria,5,Sur/Oriente,1,1,1,1,2,3,2,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,Ninguna,6.666666666666666
12527,1235104101,1,H,48,2,Básica,1,Noroeste,4,1,1,1,1,2,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,7.916666666666666
12528,1235202101,2,M,75,2,Básica,3,Bajío,1,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
12530,1235402102,2,M,42,7,Preparatoria,1,Noroeste,1,3,1,1,1,2,3,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,7.916666666666666
12531,1235503102,2,M,53,3,Básica,5,Sur/Oriente,2,2,2,2,2,3,3,Ninguna,Ninguna,Ninguna,Ninguna,En desacuerdo,En desacuerdo,6.666666666666666
12532,1235602101,1,H,34,8,Licenciatura,2,Noreste,1,1,1,2,1,1,2,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,7.5
12533,1235707102,2,M,80,0,Sin estudios,3,Bajío,4,3,3,3,1,1,1,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
12534,1235805103,2,M,36,8,Licenciatura,1,Noroeste,1,2,1,2,1,1,2,Ninguna,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,7.916666666666666
12535,1235907101,2,M,26,3,Básica,5,Sur/Oriente,4,1,1,3,3,1,1,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,6.666666666666666
12536,1236005102,2,M,65,3,Básica,3,Bajío,1,1,3,1,1,1,1,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
12537,1236101101,2,M,65,10,Posgrado,3,Bajío,4,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
12538,1236217101,2,M,34,6,Preparatoria,6,Sur,3,3,3,1,2,2,3,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,Ninguna,En desacuerdo,8.333333333333334
12539,1236301101,1,H,36,8,Licenciatura,3,Bajío,1,3,2,1,1,2,3,En desacuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,En desacuerdo,8.333333333333334
12540,1236405101,1,H,60,10,Posgrado,6,Sur,1,2,2,3,2,3,2,Ninguna,Ninguna,En desacuerdo,Ninguna,En desacuerdo,Ninguna,6.666666666666666
12541,1236501101,1,H,54,2,Básica,5,Sur/Oriente,2,2,3,3,3,3,2,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,6.666666666666666
12542,1236603101,2,M,35,3,Básica,2,Noreste,2,3,1,3,3,3,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
12543,1236715102,2,M,44,5,Básica,5,Sur/Oriente,4,3,3,1,2,2,2,En desacuerdo,En desacuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,8.75
12544,1236801103,2,M,25,6,Preparatoria,5,Sur/Oriente,2,3,2,2,1,1,1,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
12545,1236916101,2,M,26,6,Preparatoria,6,Sur,2,1,3,2,1,1,2,De acuerdo,En desacuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,8.333333333333334
12546,1237001102,2,M,25,8,Licenciatura,1,Noroeste,1,1,2,2,2,3,3,De acuerdo,Ninguna,Ninguna,Ninguna,En desacuerdo,En desacuerdo,6.25
12547,1237102101,2,M,71,6,Preparatoria,5,Sur/Oriente,1,1,1,2,1,1,1,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,7.916666666666666
12548,1237201101,1,H,32,2,Básica,1,Noroeste,1,1,1,1,1,1,2,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,7.916666666666666
12549,1237303102,2,M,63,11,Posgrado,2,Noreste,1,1,1,2,1,1,1,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,7.916666666666666
12550,1237401101,1,H,45,2,Básica,6,Sur,1,3,1,3,3,1,1,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.5
12551,1237518101,2,M,34,3,Básica,5,Sur/Oriente,3,2,1,3,2,3,3,Ninguna,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
12552,1237604104,1,H,42,6,Preparatoria,1,Noroeste,1,2,2,2,2,2,2,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.5
12553,1237701101,2,M,74,8,Licenciatura,5,Sur/Oriente,1,1,3,1,1,1,1,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
12554,1237818103,2,M,26,3,Básica,3,Bajío,3,1,1,1,1,1,2,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,7.916666666666666
12555,1237904101,1,H,25,8,Licenciatura,5,Sur/Oriente,2,2,2,1,2,2,2,Ninguna,Ninguna,De acuerdo,Ninguna,Ninguna,Ninguna,7.916666666666666
12556,1238004101,1,H,51,6,Preparatoria,1,Noroeste,1,1,1,3,1,1,3,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,6.666666666666666
12557,1238120101,2,M,43,2,Básica,3,Bajío,4,3,1,3,1,1,1,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12558,1238220101,1,H,42,2,Básica,5,Sur/Oriente,3,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
12559,1238303101,1,H,30,3,Básica,6,Sur,2,1,1,3,2,2,1,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,6.666666666666666
12560,1238404101,2,M,40,3,Básica,2,Noreste,1,1,1,1,1,3,3,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.666666666666666
12561,1238510103,2,M,33,8,Licenciatura,5,Sur/Oriente,3,3,2,2,1,1,3,En desacuerdo,Ninguna,Ninguna,De acuerdo,De acuerdo,En desacuerdo,8.333333333333334
12562,1238613102,2,M,32,3,Básica,6,Sur,3,1,2,1,2,3,2,De acuerdo,Ninguna,De acuerdo,Ninguna,En desacuerdo,Ninguna,7.083333333333333
12563,1238701102,2,M,35,3,Básica,2,Noreste,1,1,2,1,1,1,2,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,8.333333333333334
12564,1238801102,2,M,78,8,Licenciatura,4,CDMX,1,3,3,1,1,1,3,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,9.166666666666666
12565,1238903101,2,M,65,5,Básica,2,Noreste,1,3,1,1,1,1,1,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
12566,1239003101,1,H,28,8,Licenciatura,2,Noreste,1,3,1,1,1,2,2,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,8.333333333333334
12567,1239104101,1,H,41,7,Preparatoria,2,Noreste,1,3,2,1,3,3,3,En desacuerdo,Ninguna,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.083333333333333
12568,1239204101,1,H,49,6,Preparatoria,5,Sur/Oriente,1,3,3,1,3,3,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,7.5
12569,1239301101,1,H,62,6,Preparatoria,1,Noroeste,1,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12570,1239415101,1,H,45,3,Básica,2,Noreste,3,2,3,1,1,2,2,Ninguna,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,8.75
12571,1239503102,2,M,32,6,Preparatoria,5,Sur/Oriente,1,3,1,3,1,3,3,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,6.666666666666666
12572,1239605102,2,M,55,3,Básica,2,Noreste,2,2,1,3,2,2,3,Ninguna,De acuerdo,En desacuerdo,Ninguna,Ninguna,En desacuerdo,6.25
12573,1239605202,2,M,26,7,Preparatoria,2,Noreste,2,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12574,1239702101,2,M,30,8,Licenciatura,1,Noroeste,1,2,2,2,1,1,2,Ninguna,Ninguna,Ninguna,De acuerdo,De acuerdo,Ninguna,8.333333333333334
12575,1239820102,2,M,43,6,Preparatoria,6,Sur,3,1,1,1,1,2,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,7.916666666666666
12576,1239905101,1,H,52,3,Básica,3,Bajío,4,1,1,1,2,3,3,De acuerdo,De acuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,6.25
12577,1240002102,2,M,70,2,Básica,5,Sur/Oriente,3,2,1,2,2,3,3,Ninguna,De acuerdo,Ninguna,Ninguna,En desacuerdo,En desacuerdo,6.25
12578,1240102101,1,H,30,6,Preparatoria,1,Noroeste,1,1,3,2,2,1,2,De acuerdo,En desacuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,7.916666666666666
12579,1240204101,2,M,46,7,Preparatoria,6,Sur,1,2,1,1,2,2,2,Ninguna,De acuerdo,De acuerdo,Ninguna,Ninguna,Ninguna,7.5
12580,1240304101,1,H,73,2,Básica,3,Bajío,1,2,1,3,2,3,3,Ninguna,De acuerdo,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,5.833333333333333
12581,1240407101,2,M,46,2,Básica,5,Sur/Oriente,2,1,1,1,1,1,1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12582,1240505101,1,H,51,8,Licenciatura,1,Noroeste,1,1,1,3,1,1,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,7.5
12583,1240601101,1,H,71,2,Básica,2,Noreste,1,1,1,3,2,2,2,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Ninguna,Ninguna,6.25
12584,1240702101,1,H,42,3,Básica,4,CDMX,4,2,3,2,3,3,3,Ninguna,En desacuerdo,Ninguna,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
12585,1240811101,1,H,30,6,Preparatoria,3,Bajío,4,2,2,2,2,2,2,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.5
12586,1240903101,2,M,43,8,Licenciatura,5,Sur/Oriente,4,2,3,1,2,3,3,Ninguna,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,7.5
12587,1241005102,1,H,39,6,Preparatoria,5,Sur/Oriente,1,2,2,2,3,2,2,Ninguna,Ninguna,Ninguna,En desacuerdo,Ninguna,Ninguna,7.083333333333333
12588,1241101101,2,M,77,2,Básica,1,Noroeste,4,1,1,1,2,1,1,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,7.916666666666666
12589,1241203102,1,H,51,2,Básica,6,Sur,1,3,3,3,1,1,1,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,9.166666666666666
12590,1241305102,2,M,44,6,Preparatoria,5,Sur/Oriente,2,1,3,1,3,3,3,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,6.666666666666666
12591,1241402101,2,M,52,2,Básica,2,Noreste,1,1,1,3,1,3,3,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,5.833333333333333
12592,1241507101,1,H,69,2,Básica,1,Noroeste,4,3,1,3,3,1,1,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,7.5
12593,1241603102,2,M,55,6,Preparatoria,1,Noroeste,1,2,2,2,3,2,2,Ninguna,Ninguna,Ninguna,En desacuerdo,Ninguna,Ninguna,7.083333333333333
12594,1241702101,2,M,45,3,Básica,1,Noroeste,1,2,2,2,2,3,2,Ninguna,Ninguna,Ninguna,Ninguna,En desacuerdo,Ninguna,7.083333333333333
12595,1241803101,1,H,53,6,Preparatoria,6,Sur,1,3,3,1,1,1,1,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,10.0
12596,1241908102,2,M,65,2,Básica,3,Bajío,4,3,2,2,2,2,2,En desacuerdo,Ninguna,Ninguna,Ninguna,Ninguna,Ninguna,7.916666666666666
12597,1242006102,2,M,40,6,Preparatoria,3,Bajío,4,1,2,3,3,2,3,De acuerdo,Ninguna,En desacuerdo,En desacuerdo,Ninguna,En desacuerdo,5.833333333333333
12598,1242105102,2,M,48,8,Licenciatura,3,Bajío,3,3,1,2,3,1,3,En desacuerdo,De acuerdo,Ninguna,En desacuerdo,De acuerdo,En desacuerdo,7.083333333333333
12599,1242205101,2,M,45,2,Básica,3,Bajío,4,3,2,3,1,1,1,En desacuerdo,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
12600,1242305102,1,H,48,8,Licenciatura,1,Noroeste,1,1,1,2,1,1,2,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,Ninguna,7.5
12601,1242401101,1,H,36,6,Preparatoria,5,Sur/Oriente,1,3,1,3,1,1,3,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,7.5
12602,1242505102,2,M,20,6,Preparatoria,4,CDMX,1,1,1,3,1,2,1,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,De acuerdo,7.083333333333333
12603,1242505203,1,H,18,6,Preparatoria,4,CDMX,1,1,1,1,2,1,1,De acuerdo,De acuerdo,De acuerdo,Ninguna,De acuerdo,De acuerdo,7.916666666666666
12604,1242505304,2,M,19,6,Preparatoria,4,CDMX,1,1,2,1,1,3,3,De acuerdo,Ninguna,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,7.083333333333333
12605,1242605101,1,H,34,3,Básica,2,Noreste,1,2,2,3,1,1,1,Ninguna,Ninguna,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,8.333333333333334
12606,1242701105,1,H,23,8,Licenciatura,2,Noreste,2,2,1,1,2,1,2,Ninguna,De acuerdo,De acuerdo,Ninguna,De acuerdo,Ninguna,7.916666666666666
12607,1242805101,1,H,46,8,Licenciatura,6,Sur,1,2,1,1,1,2,2,Ninguna,De acuerdo,De acuerdo,De acuerdo,Ninguna,Ninguna,7.916666666666666
12609,1243018101,1,H,55,3,Básica,3,Bajío,3,2,2,2,2,3,3,Ninguna,Ninguna,Ninguna,Ninguna,En desacuerdo,En desacuerdo,6.666666666666666
12610,1243102101,1,H,42,8,Licenciatura,1,Noroeste,1,2,3,2,2,2,2,Ninguna,En desacuerdo,Ninguna,Ninguna,Ninguna,Ninguna,7.916666666666666
12611,1243201101,2,M,61,2,Básica,1,Noroeste,1,3,1,3,3,2,2,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,Ninguna,6.666666666666666
12612,1243310103,2,M,71,2,Básica,6,Sur,4,3,1,3,3,3,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,5.833333333333333
12613,1243402102,2,M,80,8,Licenciatura,3,Bajío,1,3,1,3,3,1,3,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,6.666666666666666
12614,1243502101,1,H,51,10,Posgrado,2,Noreste,1,3,3,1,3,1,3,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,8.333333333333334
12615,1243601102,2,M,54,2,Básica,5,Sur/Oriente,1,1,1,2,2,1,2,De acuerdo,De acuerdo,Ninguna,Ninguna,De acuerdo,Ninguna,7.083333333333333
12616,1243703103,2,M,22,8,Licenciatura,2,Noreste,1,1,2,1,1,1,1,De acuerdo,Ninguna,De acuerdo,De acuerdo,De acuerdo,De acuerdo,8.75
12617,1243804101,1,H,52,3,Básica,5,Sur/Oriente,1,1,1,3,1,3,3,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,5.833333333333333
